brand,model,model_year,mileage_mi,engine,transmission,drivetrain,fuel_type_clean,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop_usd,price_usd,data_source
Cadillac,ELR Base,2014,91831,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Crystal Red Tintcoat,Light / Medium Cashmere,0,0,0,Laguna Niguel GMC,,4.7,36,304,17991,cars_com_used_cars_762k
Cadillac,ELR Base,2014,47729,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Crystal Red Tintcoat,Light / Medium Cashmere,0,0,1,Duffy's Auto Brokerage,,4.7,36,500,25378,cars_com_used_cars_762k
Cadillac,ELR Base,2014,76224,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Radiant Silver Metallic,Jet Black,1,0,1,CAR LUX,2.7,4.7,36,,22987,cars_com_used_cars_762k
Cadillac,ELR Base,2014,57730,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Red,Light / Medium Cashmere,0,0,0,CarMax Fremont - Offering Express Pickup and Home Delivery,,4.7,36,1000,22998,cars_com_used_cars_762k
Cadillac,ELR Base,2014,105775,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Black,Jet Black,0,0,1,Widerange LLC,2.2,4.7,36,,15995,cars_com_used_cars_762k
Cadillac,ELR Base,2014,35000,Electric,1-Speed Automatic,FWD,Electric,,Silver,Gray,1,0,1,Desert Auto Dealer,3.1,4.7,36,501,24900,cars_com_used_cars_762k
Cadillac,ELR Base,2014,44380,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Radiant Silver Metallic,Jet Black,0,0,1,Mataga Buick GMC Cadillac,4.5,4.7,36,533,25969,cars_com_used_cars_762k
Cadillac,ELR Base,2016,46588,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Crystal White Tri-Coat,Kona Brown / Jet Black,0,0,1,Westcoast Auto Sales,4.9,4.9,13,638,30612,cars_com_used_cars_762k
Cadillac,ELR Base,2014,77192,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Crystal Red Tintcoat,Kona Brown / Jet Black,1,0,0,Vehicle City Motors,3.1,4.7,36,,21295,cars_com_used_cars_762k
Cadillac,ELR Base,2014,81073,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Silver,Jet Black,0,0,1,CarMax Tampa - Offering Express Pickup and Home Delivery,,4.7,36,,22998,cars_com_used_cars_762k
Cadillac,ELR Base,2014,49672,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Radiant Silver Metallic,Light / Medium Cashmere,0,0,1,California Motors Direct,2.5,4.7,36,300,26999,cars_com_used_cars_762k
Cadillac,ELR Base,2014,57314,4 Cylinder Engine,Automatic,Front-wheel Drive,Electric,,Black Raven,Kona Brown/Jet Black Accents,1,0,1,CarPoint Auto Group,4.6,4.7,36,,19888,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,689,Electric,Automatic,Rear-wheel Drive,Electric,,Stellar Black Metallic,Black,0,1,0,Sewell Cadillac,3.4,5,1,,79998,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,450,500.0HP Electric Motor Electric Fuel System,A/T,All-wheel Drive,Electric,,Black,Black,,,,,,5,1,,99990,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,47,Electric,1-Speed Automatic,,Electric,,Stellar Black Metallic,Black,0,1,1,Empire Auto Collection,,5,1,,85990,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,3430,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Satin Steel Metallic,Gray,0,1,1,Vera Cadillac,4.8,5,1,1964,88027,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,931,Electric,1-Speed Automatic,,Electric,,Satin Steel,Sky Cool Gray,0,1,0,BMW of Lubbock,,5,1,,81991,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,631,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Satin Steel Metallic,Gray,0,1,1,Trinity Cadillac,4.5,5,1,,79900,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,50,340.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,Gray,Gray,,,,,,5,1,,80000,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,252,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Satin Steel Metallic,Gray,0,1,0,Classic Cadillac,3.9,5,1,,88990,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,434,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Stellar Black Metallic,Black,0,1,1,Jim Hudson Cadillac,4.5,5,1,,88796,cars_com_used_cars_762k
Cadillac,LYRIQ,2023,264,Electric Motor,1-Speed A/T,Rear-wheel Drive,Electric,,Gray,Blue,,,,Cadillac of Birmingham,,5,1,,88900,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,7,Electric,Automatic,Rear-wheel Drive,Electric,,Satin Steel Metallic,Gray,0,1,0,RMR 4x4,,5,1,3000,86800,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,257,Electric,Automatic,,Electric,,Satin Steel Metallic,Gray,0,,1,Auto Locators of Texas,,5,1,,80883,cars_com_used_cars_762k
Cadillac,LYRIQ Luxury,2023,1100,500.0HP Electric Motor Electric Fuel System,1-Speed A/T,All-wheel Drive,Electric,,Gray,Gray,,,,,,5,1,,79999,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,22886,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized,0,0,1,Capitol Mazda,4.9,4.5,49,445,20999,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,36622,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cajun Red Tintcoat,Dark Galvanized,0,0,1,Auto's of Chicago,4.2,4.5,49,2000,22995,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,22082,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Gray,Gray,0,1,0,CarMax Gaithersburg - Offering Express Pickup and Home Delivery,,4.5,49,1000,28998,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,13296,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Kinetic Blue,Dark Galvanized Gray,0,1,1,Suburban Chevrolet,4.6,4.5,29,1130,28994,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,49776,Electric Motor,Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized Gray,0,1,0,Autoworld Chrysler Dodge Jeep RAM,,4.5,49,716,22500,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2021,9714,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,0,1,1,AutoNation Chevrolet North Richland Hills,4.6,4.5,15,,25595,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2021,16580,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Laguna Niguel GMC,,4.5,15,1457,25268,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,42495,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized,0,0,1,Big Star Hyundai,2.9,4.5,49,,21988,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2018,68276,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Hyundai of Bedford,3.4,4.6,25,800,20970,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,7955,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Silver Ice Metallic,Dark Galvanized Gray,0,1,0,Boardwalk Auto Mall,,4.5,49,,27889,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,31103,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Silver Ice Metallic,Dark Galvanized Gray,1,1,1,Off Lease Only Palm Beach,4.9,4.5,49,1100,23995,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2021,10776,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,0,1,0,Estle Chevrolet Cadillac,1.9,4.5,15,,28819,cars_com_used_cars_762k
Chevrolet,Bolt EV FWD LT,2020,2578,Electric Drive Unit,Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized /Sky Cool Gray,0,1,1,Bill Luke Marana,,4.5,29,1570,25573,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,33335,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Ron Craft Chevrolet,3.8,4.5,29,,22197,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2021,18462,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized Gray,0,1,1,Boyd's Tar Heel Chevrolet Buick GMC,,4.5,15,,27524,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2017,31496,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cajun Red Tintcoat,Dark Galvanized Gray,0,1,1,Show Me Auto Mall,4,4.5,134,1329,23517,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,23215,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized,0,1,1,Sam Pack's 5 Star Chevrolet,4.9,4.5,49,,25000,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2021,17535,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized Gray,0,1,0,Luther Brookdale Chevrolet,4.7,4.5,15,,29500,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,23977,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized,0,1,1,Dahl Honda,,4.5,29,669,24330,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2018,4926,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,0,Kool Chevrolet,3.5,4.6,25,1000,26000,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2017,47295,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Black,Gray,0,0,0,Budget Auto Wholesale,,4.5,134,,18999,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,26832,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cajun Red Tintcoat,Dark Galvanized,0,1,1,Hanna Imports,3.6,4.5,29,800,22778,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2017,55849,Electric Motor,1-SPEED A/T,Front-wheel Drive,Electric,,Summit White,Dark Galvanized Gray,0,0,0,Thompsons GMC,4.6,4.5,134,505,20588,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,12276,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,0,Automax of Ocala,4.7,4.5,29,200,26500,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,19179,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Lorenzo Nissan Ft Lauderdale,4.5,4.5,29,112,24580,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,14337,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized,0,1,1,Chevrolet of Watsonville,,4.5,29,1000,25988,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2017,23801,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Silver Ice Metallic,Dark Galvanized Gray,0,0,1,Abel Chevrolet,5,4.5,134,3000,22999,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2018,30477,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Light Ash Gray,0,1,1,Chevrolet of Montebello,4.5,4.6,25,200,26694,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,12009,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Oasis Blue,Dark Galvanized,0,1,1,Coast Chevrolet,3.5,4.5,29,1000,25795,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,46244,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized Gray,0,1,1,Tom Gill Chevrolet,4.9,4.5,29,1000,24991,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,49665,Electric Motor,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized Gray,0,0,1,Subaru of San Bernardino,4.7,4.5,49,100,22177,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,35405,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized Gray,0,1,1,Burien Chevrolet,2.8,4.5,49,2046,26349,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2017,60191,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Arctic Blue Metallic,Gray,0,0,0,Sam Pierce Chevrolet,3.6,4.5,134,1800,19995,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,18883,Electric Motor,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized /Sky Cool Gray,0,1,1,Northridge Toyota,,4.5,49,200,22777,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,32176,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized,0,1,1,Payless Car Sales - Anchorage,4,4.5,29,,24995,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2021,10075,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Oasis Blue,Dark Galvanized,0,0,1,Volunteer Chevrolet,,4.5,15,,27995,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,35982,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Dahl Honda,,4.5,29,910,23590,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2017,39582,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Kinetic Blue,Dark Galvanized,1,0,0,Groove Toyota,4.7,4.5,134,1199,21091,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,48823,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,0,1,1,Chevrolet of Watsonville,,4.5,49,100,21888,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,35561,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized,0,1,1,Stevens Creek Mazda,4.1,4.5,49,600,19940,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,26140,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Oasis Blue,Dark Galvanized,0,1,1,Titus-Will Chevrolet - Tacoma,3.5,4.5,29,1108,27445,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,14298,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,0,1,Burien Chevrolet,2.8,4.5,49,,30949,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,37105,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,0,1,1,Coughlin Nissan,2.5,4.5,29,,22990,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2018,42686,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cajun Red Tintcoat,Dark Galvanized,0,1,1,Future Chevrolet of Sacramento,,4.6,25,244,22999,cars_com_used_cars_762k
Chevrolet,Bolt EV FWD LT,2020,16078,Electric Motor,Automatic,Front-wheel Drive,Electric,,Oasis Blue,Dark Galvanized /Sky Cool Gray,0,1,1,Good Life Motors,,4.5,29,300,23980,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,26974,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,White,Dark Galvanized Gray,0,1,0,Schoepp Motors West,4.8,4.5,49,1009,28900,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,3191,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,0,1,1,Basil Resale Center,4.4,4.5,29,200,27000,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,31830,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,0,1,1,Downey Hyundai,4.5,4.5,29,145,26488,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,30647,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Red,Gray,0,1,1,CarMax Buford - Offering Express Pickup and Home Delivery,,4.5,29,1000,28998,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,32189,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized Gray,0,1,1,Maritime Chevrolet of Fairfield,3.6,4.5,49,174,24777,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,45010,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Gray,0,1,1,GS Motors,,4.5,49,,23950,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,35405,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Titus-Will Chevrolet Buick GMC - Olympia,,4.5,29,988,25469,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2021,38662,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Gray,Black,0,0,0,CrazyCheapCars.com,3.8,4.5,15,573,23886,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,70108,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized Gray,0,1,1,Country Hill Motors of Merriam,3.7,4.5,29,500,23500,cars_com_used_cars_762k
Chevrolet,Bolt EV 2LT,2022,19826,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Jet Black,0,1,1,Norman Frede Chevrolet,4.8,,0,,30995,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,37871,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized,0,1,1,Bill Jacobs BMW,4.9,4.5,29,100,19877,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2017,23779,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cajun Red Tintcoat,Dark Galvanized,0,1,1,VanDevere Chevrolet,3.8,4.5,134,,20714,cars_com_used_cars_762k
Chevrolet,Bolt EV 2LT,2022,6094,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cherry Red Tintcoat,Jet Black,0,1,1,Jim Ellis Chevrolet of Atlanta,4.5,,0,569,33386,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,7824,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Silver Ice Metallic,Dark Galvanized Gray,0,1,0,Boardwalk Auto Mall,,4.5,49,,27887,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,23493,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Green Mist Metallic,Dark Galvanized Gray,0,1,1,Ron Tonkin Hyundai,4.7,4.5,49,293,28549,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2021,7780,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized,0,0,1,Westgate Chrysler Jeep Dodge Ram,3.3,4.5,15,1588,26952,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,25335,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,0,1,Lithia Subaru of Fresno,4.3,4.5,29,,24299,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2017,38864,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized,0,0,1,Shift Portland,2.1,4.5,134,,22450,cars_com_used_cars_762k
Chevrolet,Bolt EV 2LT,2022,9424,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Jet Black,0,0,0,Jerry Haggerty Chevrolet,4.9,,0,300,32995,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,45162,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized Gray,0,1,0,Capitol Subaru,4.1,4.5,49,385,23539,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,10091,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Light Ash Gray,0,1,1,Pacific Auto Center - Fontana,3.1,4.5,29,,25995,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,30332,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Hoselton AutoMall,4.5,4.5,29,488,22000,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,20720,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Steve White Volkswagen Audi - Greenville,4.5,4.5,29,2000,22999,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2018,26553,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Light Ash Gray,0,1,1,Lewisville Volkswagen,4.8,4.6,25,,24000,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2021,22435,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Gray,Dark Galvanized,0,1,1,Mercedes-Benz of Carlsbad,,4.5,15,,27995,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2021,10162,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized Gray,0,1,1,Don Mealey Chevrolet,4.6,4.5,15,1003,25444,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2020,24102,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Molye Chevrolet,4.9,4.5,29,4001,24999,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,22022,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,1,1,1,Gault Auto,4,4.5,49,,24990,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,15148,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black,Gray,0,1,1,CarShop South Brunswick,4.7,4.5,49,,26000,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2017,31650,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized Gray,0,1,0,Art Gamblin Motors,3.6,4.5,134,1000,26991,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,18546,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Oasis Blue,Light Ash Gray,1,1,1,Off Lease Only Broward,4.9,4.5,29,300,23695,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,12388,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Kinetic Blue,Dark Galvanized Gray,0,1,1,Heritage Chevrolet Buick Owings Mills,4.9,4.5,29,100,28677,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,6756,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized Gray,0,1,1,Betten Baker Chevrolet Cadillac GMC Buick of Muskegon,4.3,4.5,29,3000,28999,cars_com_used_cars_762k
Chevrolet,Bolt EV 1LT,2022,5011,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Gray Ghost Metallic,Black,0,1,1,Service Chevrolet Cadillac,2.1,,0,,29000,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2018,30641,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized,0,1,1,McDaniel GM Superstore,4.4,4.6,25,,23900,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,16907,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized Gray,0,1,1,Outten Chevy of Allentown,4.2,4.5,49,155,28295,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2017,58955,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized,0,1,1,Ruddell Auto,3.9,4.5,134,,26999,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,83618,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Dark Galvanized,0,1,1,Victory Buick GMC,,4.5,49,1478,18454,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,32035,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Slate Gray Metallic,Dark Galvanized,0,0,1,Valley Cadillac,3.3,4.5,49,,24641,cars_com_used_cars_762k
Chevrolet,Bolt EV FWD LT,2020,7619,Electric Motor,Automatic,Front-wheel Drive,Electric,,Oasis Blue,Dark Galvanized /Sky Cool Gray,0,1,1,Delillo Chevrolet,,4.5,29,,28995,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,32394,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Silver Ice Metallic,Dark Galvanized,1,1,1,Jim's Auto Sales,,4.5,49,4000,26995,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2017,17644,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,White,Gray,0,0,1,1A Auto Sales,,4.5,134,500,23995,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2017,28339,Electric Drive Unit,Automatic,Front-wheel Drive,Electric,,Nightfall Gray Metallic,Dark Galvanized Sky Gray,0,1,1,Vanguard Volkswagen,,4.5,134,,23220,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2018,31142,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Gray,Gray,0,1,1,Shafer Auto Group,,4.6,25,,22850,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2021,14532,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cajun Red Tintcoat,Dark Galvanized,0,1,1,Unlimited Motors in Noblesville,4.5,4.5,15,195,27800,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2017,62996,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,0,0,0,HGreg.com West Palm Beach,2.8,4.5,134,500,16498,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2017,55000,200.0HP Electric Motor Electric Fuel System,1-Speed A/T,Front-wheel Drive,Electric,,White,Gray,,,,,,4.5,134,,19000,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2019,34204,Electric Motor,1-SPEED A/T,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized/Sky Cool Gray,0,1,0,Key Chevrolet of White River,,4.5,49,,25999,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2020,19922,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cajun Red Tintcoat,Light Ash Gray,0,1,1,"Certified Autoplex, Inc.",4.7,4.5,29,,25996,cars_com_used_cars_762k
Chevrolet,Bolt EV LT,2017,36197,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Cajun Red Tintcoat,Dark Galvanized,0,1,1,Molye Chevrolet,4.9,4.5,134,4001,26000,cars_com_used_cars_762k
Chevrolet,Bolt EV Premier,2019,30995,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Black,Gray,0,0,1,CarMax Gulf Freeway - Offering Express Pickup and Home Delivery,,4.5,49,,25998,cars_com_used_cars_762k
